_time,packet_id,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
2023-12-29 15:57:25.138606,0,55.00,-65.00,7.00,3992.00,61.00,-277.00,-0.68,-0.22,-0.66,0.25
2023-12-29 15:57:25.169366,1,46.00,-52.00,37.00,3978.00,51.00,-282.00,-0.68,-0.22,-0.66,0.25
2023-12-29 15:57:25.198357,2,58.00,-39.00,54.00,4173.00,-6.00,-153.00,-0.68,-0.22,-0.65,0.25
2023-12-29 15:57:25.227854,3,81.00,-33.00,-49.00,4034.00,93.00,-268.00,-0.68,-0.22,-0.65,0.25
2023-12-29 15:57:25.272109,4,29.00,-8.00,17.00,4068.00,80.00,-270.00,-0.68,-0.22,-0.65,0.25
2023-12-29 15:57:25.302430,5,14.00,26.00,68.00,4053.00,62.00,-318.00,-0.68,-0.22,-0.65,0.25
2023-12-29 15:57:25.349296,6,-98.00,70.00,96.00,4083.00,54.00,-298.00,-0.68,-0.22,-0.65,0.25
2023-12-29 15:57:25.393065,7,-46.00,164.00,141.00,4143.00,-58.00,-187.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.423116,8,-41.00,70.00,33.00,4076.00,5.00,-133.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.453313,9,-19.00,55.00,-14.00,4042.00,-7.00,-144.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.485419,10,-7.00,76.00,87.00,4077.00,-1.00,-147.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.513544,11,67.00,-29.00,-21.00,4084.00,23.00,-145.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.543318,12,73.00,-3.00,65.00,4058.00,-11.00,-153.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.573561,13,88.00,28.00,109.00,4092.00,23.00,-123.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.603860,14,108.00,-15.00,29.00,3929.00,81.00,-148.00,-0.68,-0.21,-0.66,0.25
2023-12-29 15:57:25.634896,15,16.00,-99.00,-1.00,3988.00,-57.00,-119.00,-0.68,-0.20,-0.66,0.25
2023-12-29 15:57:25.664195,16,-290.00,108.00,-109.00,4106.00,-48.00,-128.00,-0.68,-0.20,-0.66,0.25
2023-12-29 15:57:25.693557,17,-192.00,149.00,11.00,4169.00,56.00,-28.00,-0.68,-0.20,-0.66,0.24
2023-12-29 15:57:25.723511,18,36.00,12.00,120.00,4047.00,-70.00,-36.00,-0.68,-0.19,-0.67,0.24
2023-12-29 15:57:25.753888,19,-30.00,-34.00,55.00,4122.00,4.00,-104.00,-0.68,-0.19,-0.67,0.24
2023-12-29 15:57:25.784396,20,91.00,-9.00,-110.00,4263.00,-70.00,-12.00,-0.68,-0.19,-0.67,0.23
2023-12-29 15:57:25.813655,21,201.00,69.00,60.00,4121.00,67.00,-142.00,-0.68,-0.20,-0.67,0.24
2023-12-29 15:57:25.844584,22,43.00,29.00,-38.00,4113.00,149.00,-179.00,-0.68,-0.20,-0.67,0.24
2023-12-29 15:57:25.875209,23,-51.00,128.00,-114.00,4112.00,66.00,-210.00,-0.68,-0.20,-0.67,0.24
2023-12-29 15:57:25.905691,24,5.00,165.00,120.00,4151.00,80.00,-135.00,-0.68,-0.20,-0.67,0.24
2023-12-29 15:57:25.934469,25,0.00,111.00,67.00,4015.00,58.00,-89.00,-0.67,-0.20,-0.67,0.24
2023-12-29 15:57:25.963768,26,-107.00,59.00,0.00,3994.00,-56.00,-59.00,-0.67,-0.20,-0.67,0.24
2023-12-29 15:57:25.993233,27,26.00,-46.00,-51.00,4084.00,-61.00,22.00,-0.67,-0.20,-0.67,0.24
2023-12-29 15:57:26.023603,28,244.00,-113.00,-33.00,4047.00,47.00,-20.00,-0.67,-0.20,-0.67,0.24
2023-12-29 15:57:26.054218,29,77.00,-56.00,3.00,4029.00,97.00,-117.00,-0.68,-0.20,-0.67,0.23
2023-12-29 15:57:26.084139,30,58.00,-44.00,-33.00,4015.00,112.00,-39.00,-0.68,-0.20,-0.67,0.23
2023-12-29 15:57:26.113329,31,57.00,-39.00,-25.00,3917.00,119.00,-83.00,-0.68,-0.20,-0.67,0.24
2023-12-29 15:57:26.144525,32,-64.00,-4.00,-15.00,3982.00,10.00,6.00,-0.68,-0.20,-0.67,0.23
