DateTime,Rolling Current,Rolling Voltage,Battery Level,Frequency
0.0,14.675786722917085,3.700711494445801,3.7,10
0.0034276,14.67160139791665,3.700711494445801,3.7,10
0.00684778,14.667746919672911,3.700710976719857,3.7,10
0.01027032,14.66374949039889,3.700712069988251,3.7,10
0.01369682,14.659435684792673,3.700712515234948,3.7,10
0.01709616,14.661069695837773,3.700714774370194,3.7,10
0.02052518,14.661023087799528,3.700712487816811,3.7,10
0.02396862,14.660194826778003,3.7007090630531314,3.7,10
0.02738234,14.659639837685951,3.700707854866982,3.7,10
0.03079668,14.659171488136035,3.7007061712741858,3.7,10
0.03422236,14.65941244550048,3.700714284181595,3.7,10
0.03765232,14.659511393867415,3.7007111921310423,3.7,10
0.04108774,14.659169747494143,3.700708875536919,3.7,10
0.04450584,14.658842256758344,3.700709305763245,3.7,10
0.04791426,14.658804852515438,3.70070763707161,3.7,10
0.05134542,14.659422703087309,3.700707506775856,3.7,10
0.0547761,14.658939561806596,3.700703003764153,3.7,10
0.05819976,14.659145070239884,3.700698730707169,3.7,10
0.06162776,14.659848738461712,3.700695263385773,3.7,10
0.06505284,14.660068463534095,3.7006936949491513,3.7,10
0.0684528,14.659353299066405,3.7006968295574194,3.7,10
0.07188462,14.661629797890756,3.7007018930912015,3.7,10
0.07530222,14.661028058268103,3.700706020712853,3.7,10
0.0787201,14.659639930352542,3.7007116445302968,3.7,10
0.08214976,14.659428619779622,3.700711832046509,3.7,10
0.08557496,14.663915694225556,3.700711069107056,3.7,10
0.08898956,14.667908742092523,3.700709803462029,3.7,10
0.0924225,14.671612988924585,3.700709573507309,3.7,10
0.09584618,14.673206503735832,3.700713973999024,3.7,10
0.09926028,14.67657841113394,3.700707457065583,3.7,10
0.10270456,14.680527706863336,3.7007019907236094,3.7,10
0.1061254,14.683933031978064,3.700703947067261,3.7,10
0.1095471,14.686587207252137,3.700707009196282,3.7,10
0.11297696,14.690309721510832,3.700707354426384,3.7,10
0.11642464,14.691762436181284,3.7006939477920535,3.7,10
0.11985124,14.691786702256628,3.700694608330727,3.7,10
0.1232834,14.692176699638342,3.700698348283768,3.7,10
0.12670064,14.688736930023856,3.700701643109322,3.7,10
0.13011736,14.685194162186212,3.7007022761106496,3.7,10
0.1335492,14.68168070935642,3.7007013554573054,3.7,10
0.13697838,14.677242138655831,3.7006968975067145,3.7,10
0.14039742,14.673721395665751,3.7006986662149433,3.7,10
0.1438242,14.66980888205578,3.7007018734216697,3.7,10
0.1472634,14.666455518221456,3.700699356794358,3.7,10
0.1506956,14.662741094129132,3.700696292161942,3.7,10
0.15413222,14.658963487250704,3.700701125264168,3.7,10
0.1575523,14.654879971640158,3.700701643109322,3.7,10
0.16098056,14.653535713674476,3.700696810007096,3.7,10
0.16442976,14.65384916332548,3.700701470494271,3.7,10
0.16785722,14.654297565342834,3.7006999469995514,3.7,10
0.17128478,14.654645230388242,3.700701097846032,3.7,10
0.17470514,14.654341929359331,3.700704550027848,3.7,10
0.17811098,14.656026527984045,3.700707124114037,3.7,10
0.18153994,14.656249937368532,3.7007113519907,3.7,10
0.18497014,14.657732518156967,3.7007102010250095,3.7,10
0.18839818,14.657164253061612,3.7007142436504368,3.7,10
0.19182366,14.658680759603133,3.700712920427323,3.7,10
0.19524622,14.658317498629888,3.7007139134407048,3.7,10
0.19867118,14.659247195115288,3.700717380642892,3.7,10
0.2020987,14.658847410930298,3.700715727210045,3.7,10
0.20552136,14.660379574866944,3.700716014742852,3.7,10
0.20894808,14.659985518315784,3.700717280507088,3.7,10
0.2123815,14.659108968218767,3.700715784668923,3.7,10
0.2158006,14.659302953863492,3.700712965011597,3.7,10
0.21921478,14.659719413379184,3.70070877981186,3.7,10
0.22264192,14.65906997234558,3.7007108663320554,3.7,10
0.22605934,14.659163112984944,3.700710881590844,3.7,10
0.22947976,14.659349209396142,3.7007081048488617,3.7,10
0.23290444,14.663219635141989,3.700704134583473,3.7,10
0.2363204,14.66688766679724,3.7007030988931655,3.7,10
0.23973556,14.67032376886343,3.700704379796982,3.7,10
0.24315534,14.673646743642143,3.700711226940155,3.7,10
0.24657616,14.677269540959948,3.700707889795303,3.7,10
0.24997884,14.680889728711897,3.700710306286812,3.7,10
0.25341646,14.68606005865147,3.700715139508248,3.7,10
0.25682956,14.690329473465663,3.70072238945961,3.7,10
0.2602447,14.694221936166269,3.700718764424325,3.7,10
0.26367916,14.698568617925028,3.7007186768054967,3.7,10
0.26711338,14.697997939307225,3.7007138861417777,3.7,10
0.27055018,14.698506534798051,3.70071779870987,3.7,10
0.27398434,14.694026606855893,3.7007182015180593,3.7,10
0.27741804,14.690611652331404,3.700711166739464,3.7,10
0.28083268,14.6879048484843,3.7007093830108646,3.7,10
0.28426738,14.684201226802518,3.700709973454476,3.7,10
0.28767884,14.68140948610378,3.7007103762626654,3.7,10
0.29111246,14.677952514030016,3.7007113395929343,3.7,10
0.29452868,14.674305939814056,3.700712893128396,3.7,10
0.29797694,14.670381322735896,3.7006952862739566,3.7,10
0.30141394,14.666976053500523,3.700693732738496,3.7,10
0.30483074,14.663463062373893,3.70069341492653,3.7,10
0.30825564,14.663822423899518,3.700687040686608,3.7,10
0.31168324,14.664796690689371,3.7006877311468127,3.7,10
0.31510366,14.665060262428574,3.700688479185105,3.7,10
0.31851354,14.660878063412364,3.7006805813312535,3.7,10
0.32194702,14.660394618520494,3.700680508971215,3.7,10
0.32536604,14.660583890276008,3.700679170489312,3.7,10
0.32878772,14.660166053334228,3.7006764087677007,3.7,10
0.33221036,14.660156544530745,3.700675215482712,3.7,10
0.33562516,14.659844834124648,3.70067228114605,3.7,10
0.33903058,14.656350357225142,3.700668168425561,3.7,10
0.3424629,14.657057938864432,3.70066542172432,3.7,10
0.34588672,14.656230964465042,3.7006639258861536,3.7,10
0.34930898,14.655588985653567,3.70066225719452,3.7,10
0.352724119,14.654894296778345,3.700662214517594,3.7,10
0.356156759,14.654829118633618,3.7006607910394673,3.7,10
0.3595619,14.653908956097412,3.7006649065017694,3.7,10
0.362979379,14.653875030809989,3.700669682264329,3.7,10
